data,notifiche_inviate,utenti_positivi,notifiche_inviate_totali,utenti_positivi_totali
2022-02-12 00:00:00,136,156,187098,78794
2022-02-13 00:00:00,122,120,187220,78914
2022-02-14 00:00:00,102,117,187322,79031
2022-02-15 00:00:00,101,150,187423,79181
2022-02-16 00:00:00,134,157,187557,79338
2022-02-17 00:00:00,129,150,187686,79488
2022-02-18 00:00:00,138,126,187824,79614
2022-02-19 00:00:00,169,139,187993,79753
2022-02-20 00:00:00,111,77,188104,79830
2022-02-21 00:00:00,70,97,188174,79927
2022-02-22 00:00:00,91,103,188265,80030
2022-02-23 00:00:00,80,100,188345,80130
2022-02-24 00:00:00,92,90,188437,80220
2022-02-25 00:00:00,89,81,188526,80301
2022-02-26 00:00:00,108,90,188634,80391
2022-02-27 00:00:00,76,46,188710,80437
2022-02-28 00:00:00,47,68,188757,80505
2022-03-01 00:00:00,80,64,188837,80569
2022-03-02 00:00:00,65,68,188902,80637
2022-03-03 00:00:00,82,106,188984,80743
2022-03-04 00:00:00,88,100,189072,80843
2022-03-05 00:00:00,105,81,189177,80924
2022-03-06 00:00:00,32,52,189209,80976
2022-03-07 00:00:00,66,65,189275,81041
2022-03-08 00:00:00,81,68,189356,81109
2022-03-09 00:00:00,87,92,189443,81201
2022-03-10 00:00:00,114,99,189557,81300
2022-03-11 00:00:00,111,92,189668,81392
2022-03-12 00:00:00,113,97,189781,81489
2022-03-13 00:00:00,97,60,189878,81549
2022-03-14 00:00:00,53,70,189931,81619
2022-03-15 00:00:00,153,128,190084,81747
2022-03-16 00:00:00,118,119,190202,81866
2022-03-17 00:00:00,135,140,190337,82006
2022-03-18 00:00:00,107,131,190444,82137
2022-03-19 00:00:00,108,97,190552,82234
2022-03-20 00:00:00,108,74,190660,82308
2022-03-21 00:00:00,71,84,190731,82392
2022-03-22 00:00:00,147,131,190878,82523
2022-03-23 00:00:00,136,137,191014,82660
2022-03-24 00:00:00,150,144,191164,82804
2022-03-25 00:00:00,137,120,191301,82924
2022-03-26 00:00:00,169,125,191470,83049
2022-03-27 00:00:00,105,77,191575,83126
2022-03-28 00:00:00,0,0,191575,83126
2022-03-29 00:00:00,85,94,191660,83220
2022-03-30 00:00:00,40,54,191700,83274
2022-03-31 00:00:00,23,129,191723,83403
2022-04-01 00:00:00,8,126,191731,83529
2022-04-02 00:00:00,11,123,191742,83652
2022-04-03 00:00:00,8,63,191750,83715
2022-04-04 00:00:00,3,82,191753,83797
2022-04-05 00:00:00,3,100,191756,83897
2022-04-06 00:00:00,2,120,191758,84017
2022-04-07 00:00:00,2,126,191760,84143
2022-04-08 00:00:00,2,118,191762,84261
2022-04-09 00:00:00,5,88,191767,84349
2022-04-10 00:00:00,0,62,191767,84411
2022-04-11 00:00:00,0,60,191767,84471
2022-04-12 00:00:00,0,94,191767,84565
2022-04-13 00:00:00,643,92,192410,84657
2022-04-14 00:00:00,100,105,192510,84762
2022-04-15 00:00:00,66,83,192576,84845
2022-04-16 00:00:00,75,77,192651,84922
2022-04-17 00:00:00,37,35,192688,84957
2022-04-18 00:00:00,27,23,192715,84980
2022-04-19 00:00:00,66,65,192781,85045
2022-04-20 00:00:00,93,89,192874,85134
2022-04-21 00:00:00,64,86,192938,85220
2022-04-22 00:00:00,80,94,193018,85314
2022-04-23 00:00:00,85,73,193103,85387
2022-04-24 00:00:00,38,47,193141,85434
2022-04-25 00:00:00,43,23,193184,85457
2022-04-26 00:00:00,20,51,193204,85508
2022-04-27 00:00:00,51,65,193255,85573
2022-04-28 00:00:00,0,0,193255,85573
2022-04-29 00:00:00,65,80,193320,85653
2022-04-30 00:00:00,41,58,193361,85711
2022-05-01 00:00:00,24,39,193385,85750
2022-05-02 00:00:00,28,36,193413,85786
2022-05-03 00:00:00,29,58,193442,85844
2022-05-04 00:00:00,34,65,193476,85909
2022-05-05 00:00:00,35,58,193511,85967
2022-05-06 00:00:00,43,55,193554,86022
2022-05-07 00:00:00,45,62,193599,86084
2022-05-08 00:00:00,43,45,193642,86129
2022-05-09 00:00:00,27,30,193669,86159
2022-05-10 00:00:00,38,42,193707,86201
2022-05-11 00:00:00,18,55,193725,86256
2022-05-12 00:00:00,49,54,193774,86310
2022-05-13 00:00:00,48,48,193822,86358
2022-05-14 00:00:00,24,41,193846,86399
2022-05-15 00:00:00,16,26,193862,86425
2022-05-16 00:00:00,17,26,193879,86451
2022-05-17 00:00:00,28,29,193907,86480
2022-05-18 00:00:00,45,31,193952,86511
2022-05-19 00:00:00,19,37,193971,86548
2022-05-20 00:00:00,17,32,193988,86580
2022-05-21 00:00:00,16,26,194004,86606
2022-05-22 00:00:00,9,18,194013,86624
2022-05-23 00:00:00,22,16,194035,86640
2022-05-24 00:00:00,16,29,194051,86669
2022-05-25 00:00:00,21,28,194072,86697
2022-05-26 00:00:00,19,17,194091,86714
2022-05-27 00:00:00,13,20,194104,86734
2022-05-28 00:00:00,22,21,194126,86755
2022-05-29 00:00:00,12,19,194138,86774
2022-05-30 00:00:00,9,18,194147,86792
2022-05-31 00:00:00,9,24,194156,86816
2022-06-01 00:00:00,12,21,194168,86837
2022-06-02 00:00:00,22,14,194190,86851
2022-06-03 00:00:00,12,6,194202,86857
2022-06-04 00:00:00,9,21,194211,86878
2022-06-05 00:00:00,6,14,194217,86892
2022-06-06 00:00:00,5,18,194222,86910
2022-06-07 00:00:00,12,18,194234,86928
2022-06-08 00:00:00,14,33,194248,86961
2022-06-09 00:00:00,11,22,194259,86983
2022-06-10 00:00:00,13,14,194272,86997
2022-06-11 00:00:00,38,31,194310,87028
2022-06-12 00:00:00,17,12,194327,87040
2022-06-13 00:00:00,4,19,194331,87059
2022-06-14 00:00:00,19,41,194350,87100
2022-06-15 00:00:00,42,58,194392,87158
2022-06-16 00:00:00,25,28,194417,87186
2022-06-17 00:00:00,17,34,194434,87220
2022-06-18 00:00:00,18,26,194452,87246
2022-06-19 00:00:00,13,15,194465,87261
2022-06-20 00:00:00,5,38,194470,87299
2022-06-21 00:00:00,26,37,194496,87336
2022-06-22 00:00:00,27,53,194523,87389
2022-06-23 00:00:00,22,53,194545,87442
2022-06-24 00:00:00,23,44,194568,87486
2022-06-25 00:00:00,29,39,194597,87525
2022-06-26 00:00:00,19,33,194616,87558
2022-06-27 00:00:00,18,38,194634,87596
2022-06-28 00:00:00,33,57,194667,87653
2022-06-29 00:00:00,18,40,194685,87693
2022-06-30 00:00:00,48,81,194733,87774
2022-07-01 00:00:00,34,56,194767,87830
2022-07-02 00:00:00,33,70,194800,87900
2022-07-03 00:00:00,31,39,194831,87939
2022-07-04 00:00:00,26,51,194857,87990
2022-07-05 00:00:00,41,83,194898,88073
2022-07-06 00:00:00,32,73,194930,88146
2022-07-07 00:00:00,48,76,194978,88222
2022-07-08 00:00:00,48,77,195026,88299
2022-07-09 00:00:00,19,64,195045,88363
2022-07-10 00:00:00,12,36,195057,88399
2022-07-11 00:00:00,21,49,195078,88448
2022-07-12 00:00:00,47,79,195125,88527
2022-07-13 00:00:00,27,63,195152,88590
2022-07-14 00:00:00,40,77,195192,88667
2022-07-15 00:00:00,30,70,195222,88737
2022-07-16 00:00:00,32,80,195254,88817
2022-07-17 00:00:00,13,37,195267,88854
2022-07-18 00:00:00,20,45,195287,88899
2022-07-19 00:00:00,32,54,195319,88953
2022-07-20 00:00:00,22,61,195341,89014
2022-07-21 00:00:00,19,48,195360,89062
2022-07-22 00:00:00,12,49,195372,89111
2022-07-23 00:00:00,22,65,195394,89176
2022-07-24 00:00:00,20,35,195414,89211
2022-07-25 00:00:00,11,39,195425,89250
2022-07-26 00:00:00,12,44,195437,89294
2022-07-27 00:00:00,12,50,195449,89344
2022-07-28 00:00:00,16,38,195465,89382
2022-07-29 00:00:00,9,38,195474,89420
2022-07-30 00:00:00,16,43,195490,89463
2022-07-31 00:00:00,7,17,195497,89480
2022-08-01 00:00:00,5,31,195502,89511
2022-08-02 00:00:00,9,55,195511,89566
2022-08-03 00:00:00,21,56,195532,89622
2022-08-04 00:00:00,27,35,195559,89657
2022-08-05 00:00:00,19,37,195578,89694
2022-08-06 00:00:00,11,25,195589,89719
2022-08-07 00:00:00,13,22,195602,89741
2022-08-08 00:00:00,9,17,195611,89758
2022-08-09 00:00:00,21,22,195632,89780
2022-08-10 00:00:00,6,21,195638,89801
2022-08-11 00:00:00,9,25,195647,89826
2022-08-12 00:00:00,7,28,195654,89854
2022-08-13 00:00:00,1,17,195655,89871
2022-08-14 00:00:00,2,9,195657,89880
2022-08-15 00:00:00,3,13,195660,89893
2022-08-16 00:00:00,2,17,195662,89910
2022-08-17 00:00:00,10,27,195672,89937
2022-08-18 00:00:00,13,20,195685,89957
2022-08-19 00:00:00,4,21,195689,89978
2022-08-20 00:00:00,4,23,195693,90001
2022-08-21 00:00:00,9,8,195702,90009
2022-08-22 00:00:00,2,11,195704,90020
2022-08-23 00:00:00,4,8,195708,90028
2022-08-24 00:00:00,4,13,195712,90041
2022-08-25 00:00:00,5,21,195717,90062
2022-08-26 00:00:00,2,12,195719,90074
2022-08-27 00:00:00,4,11,195723,90085
2022-08-28 00:00:00,5,8,195728,90093
2022-08-29 00:00:00,0,11,195728,90104
2022-08-30 00:00:00,3,12,195731,90116
2022-08-31 00:00:00,5,21,195736,90137
2022-09-01 00:00:00,3,16,195739,90153
2022-09-02 00:00:00,4,16,195743,90169
2022-09-03 00:00:00,4,12,195747,90181
2022-09-04 00:00:00,0,6,195747,90187
2022-09-05 00:00:00,4,18,195751,90205
2022-09-06 00:00:00,5,16,195756,90221
2022-09-07 00:00:00,17,22,195773,90243
2022-09-08 00:00:00,3,9,195776,90252
2022-09-09 00:00:00,0,8,195776,90260
2022-09-10 00:00:00,2,5,195778,90265
2022-09-11 00:00:00,4,6,195782,90271
2022-09-12 00:00:00,1,16,195783,90287
2022-09-13 00:00:00,5,18,195788,90305
2022-09-14 00:00:00,7,14,195795,90319
2022-09-15 00:00:00,2,14,195797,90333
2022-09-16 00:00:00,1,13,195798,90346
2022-09-17 00:00:00,8,11,195806,90357
2022-09-18 00:00:00,3,7,195809,90364
2022-09-19 00:00:00,1,11,195810,90375
2022-09-20 00:00:00,9,13,195819,90388
2022-09-21 00:00:00,11,20,195830,90408
2022-09-22 00:00:00,7,12,195837,90420
2022-09-23 00:00:00,11,15,195848,90435
2022-09-24 00:00:00,0,7,195848,90442
2022-09-25 00:00:00,4,9,195852,90451
2022-09-26 00:00:00,6,11,195858,90462
2022-09-27 00:00:00,9,18,195867,90480
2022-09-28 00:00:00,12,23,195879,90503
2022-09-29 00:00:00,22,37,195901,90540
2022-09-30 00:00:00,7,21,195908,90561
2022-10-01 00:00:00,20,31,195928,90592
2022-10-02 00:00:00,8,15,195936,90607
2022-10-03 00:00:00,4,14,195940,90621
2022-10-04 00:00:00,11,40,195951,90661
2022-10-05 00:00:00,6,23,195957,90684
2022-10-06 00:00:00,6,18,195963,90702
2022-10-07 00:00:00,6,15,195969,90717
2022-10-08 00:00:00,20,34,195989,90751
2022-10-09 00:00:00,5,24,195994,90775
2022-10-10 00:00:00,11,20,196005,90795
2022-10-11 00:00:00,5,22,196010,90817
2022-10-12 00:00:00,6,30,196016,90847
2022-10-13 00:00:00,5,29,196021,90876
2022-10-14 00:00:00,8,23,196029,90899
2022-10-15 00:00:00,9,25,196038,90924
2022-10-16 00:00:00,10,11,196048,90935
2022-10-17 00:00:00,2,26,196050,90961
2022-10-18 00:00:00,13,28,196063,90989
2022-10-19 00:00:00,33,37,196096,91026
2022-10-20 00:00:00,8,17,196104,91043
2022-10-21 00:00:00,10,23,196114,91066
2022-10-22 00:00:00,0,9,196114,91075
2022-10-23 00:00:00,0,14,196114,91089
2022-10-24 00:00:00,0,16,196114,91105
2022-10-25 00:00:00,0,20,196114,91125
2022-10-26 00:00:00,0,21,196114,91146
2022-10-27 00:00:00,0,18,196114,91164
2022-10-28 00:00:00,0,12,196114,91176
2022-10-29 00:00:00,0,12,196114,91188
2022-10-30 00:00:00,0,12,196114,91200
2022-10-31 00:00:00,0,9,196114,91209
2022-11-01 00:00:00,0,22,196114,91231
2022-11-02 00:00:00,0,10,196114,91241
2022-11-03 00:00:00,0,26,196114,91267
2022-11-04 00:00:00,0,10,196114,91277
2022-11-05 00:00:00,0,25,196114,91302
2022-11-06 00:00:00,0,15,196114,91317
2022-11-07 00:00:00,0,15,196114,91332
2022-11-08 00:00:00,0,12,196114,91344
2022-11-09 00:00:00,0,8,196114,91352
